Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
286,a,a,1460.0,4.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
288,d,a,800.0,9.0,2013.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
289,d,a,6540.0,12.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
290,a,a,4150.0,5.0,2001.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
291,d,a,5404.901079136691,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
292,a,a,1100.0,6.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
293,c,c,140.0,11.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
294,a,a,3150.0,5.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
297,a,a,2300.0,9.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
298,d,a,19840.0,7.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
299,d,c,38630.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
301,a,c,4510.0,3.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
304,a,a,1950.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec"
306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
307,a,a,18660.0,9.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
309,d,a,8740.0,9.0,2013.0,1,37.0,2009.0,"Feb,May,Aug,Nov"
310,a,c,2290.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
311,a,c,680.0,7.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
312,d,a,11300.0,3.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
313,d,c,14160.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
315,a,c,38710.0,4.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
316,d,a,9000.0,8.0,2001.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
318,d,c,32330.0,3.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
320,a,c,210.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
324,a,a,13140.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
327,c,c,1390.0,12.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
328,a,a,3130.0,7.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
330,a,c,370.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
331,a,c,670.0,9.0,2013.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
332,a,a,1840.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
333,a,c,3720.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec"
335,b,a,90.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
336,a,a,190.0,7.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
338,a,c,1590.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
339,a,c,2280.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
340,a,c,8080.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
341,a,a,190.0,9.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
342,d,c,15770.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
345,a,a,120.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
346,a,c,8090.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
348,a,a,16490.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
349,c,c,1490.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
350,d,a,8880.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
352,d,c,6360.0,9.0,2013.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
353,b,b,900.0,9.0,2013.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
354,d,c,1500.0,10.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
355,a,c,9720.0,8.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
357,a,a,2060.0,10.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
358,a,a,2890.0,10.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
359,d,c,4370.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
360,a,a,2040.0,6.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
362,c,c,340.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
363,a,a,250.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
364,a,c,13620.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
365,c,a,2410.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
366,d,c,6470.0,12.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
367,d,c,2640.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
369,d,c,5870.0,4.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
373,d,c,11120.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
374,a,a,1150.0,9.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
376,a,a,160.0,8.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
378,a,c,2140.0,8.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
379,d,a,6630.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
382,c,c,26130.0,11.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
383,a,c,350.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
384,a,c,130.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,d,a,4580.0,9.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
387,c,a,210.0,9.0,2013.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
388,a,a,2260.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
389,a,c,6690.0,8.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
390,a,c,1600.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
392,a,a,2120.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
393,d,c,4820.0,3.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
394,d,a,10850.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
395,a,a,3620.0,2.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
396,a,c,23130.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
397,a,c,130.0,9.0,2013.0,1,27.0,2013.0,"Feb,May,Aug,Nov"
398,c,c,1540.0,9.0,2013.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
403,a,a,4970.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
404,a,c,1420.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
408,c,a,1560.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
409,d,c,840.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
411,d,c,8460.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
412,d,c,4460.0,9.0,2013.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
413,a,c,760.0,9.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
414,d,c,6210.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
415,d,c,6910.0,4.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
416,a,c,4650.0,6.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
417,a,c,840.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
419,c,a,1620.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
420,d,c,250.0,9.0,2013.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
422,a,c,2880.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
423,b,a,1270.0,5.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
424,d,c,1250.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
425,d,c,1460.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
426,a,a,250.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
430,d,c,12870.0,10.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
431,d,c,4520.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
432,a,a,810.0,5.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
433,a,c,30030.0,11.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
435,a,a,910.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
436,d,a,2300.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
437,c,c,430.0,9.0,2013.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
438,d,c,1110.0,9.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
439,a,a,1350.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
441,d,a,2530.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
442,c,a,500.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
443,d,a,11400.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
444,c,a,1700.0,11.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
445,a,a,240.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
447,a,c,1510.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
448,a,c,3970.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
453,a,c,75860.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
454,a,a,26450.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
455,d,c,7660.0,9.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
456,a,c,140.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
457,d,c,13140.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
458,c,a,3390.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
460,a,a,34050.0,4.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
462,a,a,44320.0,8.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
463,a,a,4160.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
464,c,a,520.0,3.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
465,d,c,10890.0,4.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
466,a,c,3110.0,3.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
467,a,c,20390.0,4.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
468,c,c,5260.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
469,c,c,710.0,9.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
470,a,c,50.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
471,d,a,5300.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
472,c,c,5030.0,8.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
473,a,a,50.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
474,c,a,14810.0,9.0,2013.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
475,a,a,140.0,9.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
476,d,a,8300.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
478,d,c,1940.0,3.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
480,a,a,300.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
481,c,c,7470.0,9.0,2013.0,1,44.0,2012.0,"Feb,May,Aug,Nov"
482,c,a,2550.0,10.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
484,a,c,14300.0,3.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
485,d,c,3270.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
486,a,a,2320.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
488,a,c,2890.0,4.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
491,d,c,4680.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
493,d,c,1150.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
494,b,a,1260.0,6.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
495,d,a,5470.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
496,d,c,2780.0,6.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
497,a,c,1610.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
498,a,a,990.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
499,c,c,450.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
501,a,c,1620.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
504,c,c,820.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
505,a,a,350.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
508,a,c,1280.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
510,a,c,8260.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
511,a,a,2060.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
512,b,b,590.0,9.0,2013.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
513,a,a,400.0,8.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
515,d,c,11260.0,9.0,2013.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
516,a,c,20.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
517,a,c,22490.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
520,a,c,6900.0,9.0,2013.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
523,c,c,50.0,11.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
524,a,c,40860.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
525,d,c,1870.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
526,a,a,120.0,9.0,2013.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
527,d,c,5830.0,4.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
528,a,c,20620.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
529,d,c,12920.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
530,a,c,18160.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
531,a,c,4030.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
532,a,c,1070.0,8.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
533,a,c,5950.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
535,a,a,3570.0,4.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
538,a,a,990.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
540,d,c,810.0,9.0,2013.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
541,a,c,650.0,7.0,1990.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
543,c,a,1080.0,12.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
546,a,a,580.0,1.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
548,d,c,3760.0,2.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
549,a,c,2330.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
550,d,c,50.0,6.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
551,a,c,2190.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,c,c,1200.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
556,d,c,1140.0,11.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
557,a,a,250.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
558,a,a,3000.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
560,c,c,1910.0,7.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
561,d,a,14300.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
562,b,c,1210.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
564,d,c,6540.0,9.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
565,a,c,160.0,7.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
566,a,a,3620.0,9.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
568,d,c,4270.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
569,a,a,1340.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
570,a,a,180.0,11.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
